,Vehicle ID,Trip ID,Route ID,Direction,Schedule Relationship,Current Stop Sequence,Current Stop ID,Timestamp,Location
7471,K254,44201-2-37-170-1157,122,0.0,0.0,33.0,0181-05,2025-04-09 23:54:43,35.73358154296875 139.67115783691406
7472,F578,44210-1-37-170-1218,122,1.0,0.0,22.0,0799-02,2025-04-09 23:53:17,35.7138557434082 139.72604370117188
7473,F583,44210-2-37-170-1248,122,0.0,0.0,3.0,0715-01,2025-04-09 23:52:33,35.69282150268555 139.70492553710938
7474,L320,20201-1-33-170-1253,147,1.0,0.0,1.0,1618-01,2025-04-09 23:53:38,35.711158752441406 139.72085571289062
7475,E397,20201-1-33-170-1232,147,1.0,0.0,11.0,0715-02,2025-04-09 23:54:08,35.69274139404297 139.70416259765625
7476,D361,20201-2-33-170-1241,147,0.0,0.0,4.0,0722-01,2025-04-09 23:54:00,35.69565963745117 139.7068328857422
7477,G817,12001-1-13-170-1240,135,1.0,0.0,6.0,0996-01,2025-04-09 23:54:51,35.70088577270508 139.70994567871094
7478,L309,12001-2-13-170-1253,135,0.0,0.0,1.0,0971-01,2025-04-09 23:53:27,35.69751739501953 139.71974182128906
7479,G815,12001-2-13-170-1233,135,0.0,0.0,10.0,0715-02,2025-04-09 23:52:56,35.69274139404297 139.70416259765625
7480,H867,12302-1-13-170-1245,138,1.0,0.0,6.0,0456-02,2025-04-09 23:54:39,35.697784423828125 139.7098846435547
7481,Z546,12302-2-13-170-1249,138,0.0,0.0,5.0,0456-01,2025-04-09 23:54:58,35.69758224487305 139.7098388671875
7482,G783,24101-1-21-170-1250,148,1.0,0.0,3.0,1122-02,2025-04-09 23:54:50,35.69539260864258 139.6893310546875
7483,F567,24101-1-21-170-1223,148,1.0,0.0,20.0,1086-02,2025-04-09 23:54:19,35.72579574584961 139.6537322998047
7484,K232,24101-1-21-170-1156,148,1.0,0.0,38.0,0750-02,2025-04-09 23:54:42,35.76586151123047 139.72032165527344
7485,L317,24101-2-21-170-1234,148,0.0,0.0,16.0,1373-02,2025-04-09 23:54:49,35.75983810424805 139.69996643066406
7486,C216,24101-2-21-170-1206,148,0.0,0.0,34.0,0479-01,2025-04-09 23:54:55,35.70045471191406 139.6549072265625
7487,W457,24006-1-21-170-1250,158,1.0,0.0,5.0,1421-01,2025-04-09 23:54:02,35.697509765625 139.6641082763672
7488,D925,24302-1-21-170-1250,158,1.0,0.0,2.0,1438-02,2025-04-09 23:53:05,35.66512680053711 139.66061401367188
7489,T262,24302-1-21-170-1223,158,1.0,0.0,22.0,0964-02,2025-04-09 23:53:57,35.69394302368164 139.69454956054688
7490,B724,24302-2-21-170-1241,158,0.0,0.0,9.0,1421-02,2025-04-09 23:54:39,35.697288513183594 139.6658172607422
7491,B715,24001-1-06-170-1234,169,1.0,0.0,11.0,1176-01,2025-04-09 23:54:09,35.655174255371094 139.72303771972656
7492,L308,24001-1-06-170-1213,169,1.0,0.0,21.0,0574-02,2025-04-09 23:53:28,35.68355941772461 139.71974182128906
7493,F566,24001-2-21-170-1247,169,0.0,0.0,4.0,0713-10,2025-04-09 23:55:10,35.690250396728516 139.70639038085938
7494,T245,24001-2-21-170-1229,169,0.0,0.0,12.0,0563-02,2025-04-09 23:55:08,35.678077697753906 139.72061157226562
7495,F568,24001-2-21-170-1207,169,0.0,0.0,25.0,0444-05,2025-04-09 23:55:07,35.64455795288086 139.7361297607422
7496,K255,44201-1-37-170-1244,122,1.0,0.0,7.0,1487-01,2025-04-09 23:53:32,35.724857330322266 139.68617248535156
7497,E514,44201-1-37-170-1234,122,1.0,0.0,12.0,0647-02,2025-04-09 23:53:58,35.72258758544922 139.70217895507812
7498,F584,44201-1-37-170-1214,122,1.0,0.0,24.0,2549-01,2025-04-09 23:54:00,35.70572280883789 139.72720336914062
7499,G745,44201-1-37-170-1204,122,1.0,0.0,30.0,0028-01,2025-04-09 23:54:41,35.692081451416016 139.7209014892578
7500,F577,44201-1-37-170-1154,122,1.0,0.0,36.0,0702-08,2025-04-09 23:52:45,35.6918830871582 139.6988983154297
7501,K253,44201-2-37-170-1237,122,0.0,0.0,10.0,0141-02,2025-04-09 23:54:00,35.6984977722168 139.72579956054688
7502,F582,44201-2-37-170-1226,122,0.0,0.0,15.0,1566-01,2025-04-09 23:52:46,35.70780563354492 139.7312469482422
7503,L330,44201-2-37-170-1216,122,0.0,0.0,21.0,0398-02,2025-04-09 23:55:08,35.71820831298828 139.71481323242188
7504,E512,44201-2-37-170-1206,122,0.0,0.0,30.0,1488-01,2025-04-09 23:55:03,35.727012634277344 139.68141174316406
7505,K254,44201-2-37-170-1157,122,0.0,0.0,33.0,0181-05,2025-04-09 23:54:43,35.73358154296875 139.67115783691406
7506,F578,44210-1-37-170-1218,122,1.0,0.0,22.0,0799-02,2025-04-09 23:53:17,35.7138557434082 139.72604370117188
7507,F583,44210-2-37-170-1248,122,0.0,0.0,3.0,0715-01,2025-04-09 23:52:33,35.69282150268555 139.70492553710938
7508,L320,20201-1-33-170-1253,147,1.0,0.0,1.0,1618-01,2025-04-09 23:53:38,35.711158752441406 139.72085571289062
7509,E397,20201-1-33-170-1232,147,1.0,0.0,11.0,0715-02,2025-04-09 23:54:08,35.69274139404297 139.70416259765625
7510,D361,20201-2-33-170-1241,147,0.0,0.0,4.0,0722-01,2025-04-09 23:54:00,35.69565963745117 139.7068328857422
7511,G817,12001-1-13-170-1240,135,1.0,0.0,6.0,0996-01,2025-04-09 23:54:51,35.70088577270508 139.70994567871094
7512,L309,12001-2-13-170-1253,135,0.0,0.0,1.0,0971-01,2025-04-09 23:53:27,35.69751739501953 139.71974182128906
7513,G815,12001-2-13-170-1233,135,0.0,0.0,10.0,0715-02,2025-04-09 23:52:56,35.69274139404297 139.70416259765625
7514,H867,12302-1-13-170-1245,138,1.0,0.0,6.0,0456-02,2025-04-09 23:54:39,35.697784423828125 139.7098846435547
7515,Z546,12302-2-13-170-1249,138,0.0,0.0,5.0,0456-01,2025-04-09 23:54:58,35.69758224487305 139.7098388671875
7516,G783,24101-1-21-170-1250,148,1.0,0.0,3.0,1122-02,2025-04-09 23:54:50,35.69539260864258 139.6893310546875
7517,F567,24101-1-21-170-1223,148,1.0,0.0,20.0,1086-02,2025-04-09 23:54:19,35.72579574584961 139.6537322998047
7518,K232,24101-1-21-170-1156,148,1.0,0.0,38.0,0750-02,2025-04-09 23:54:42,35.76586151123047 139.72032165527344
7519,L317,24101-2-21-170-1234,148,0.0,0.0,16.0,1373-02,2025-04-09 23:54:49,35.75983810424805 139.69996643066406
7520,C216,24101-2-21-170-1206,148,0.0,0.0,34.0,0479-01,2025-04-09 23:54:55,35.70045471191406 139.6549072265625
7521,W457,24006-1-21-170-1250,158,1.0,0.0,5.0,1421-01,2025-04-09 23:54:02,35.697509765625 139.6641082763672
7522,D925,24302-1-21-170-1250,158,1.0,0.0,2.0,1438-02,2025-04-09 23:53:05,35.66512680053711 139.66061401367188
7523,T262,24302-1-21-170-1223,158,1.0,0.0,22.0,0964-02,2025-04-09 23:53:57,35.69394302368164 139.69454956054688
7524,B724,24302-2-21-170-1241,158,0.0,0.0,9.0,1421-02,2025-04-09 23:54:39,35.697288513183594 139.6658172607422
7525,B715,24001-1-06-170-1234,169,1.0,0.0,11.0,1176-01,2025-04-09 23:54:09,35.655174255371094 139.72303771972656
7526,L308,24001-1-06-170-1213,169,1.0,0.0,21.0,0574-02,2025-04-09 23:53:28,35.68355941772461 139.71974182128906
7527,F566,24001-2-21-170-1247,169,0.0,0.0,4.0,0713-10,2025-04-09 23:55:10,35.690250396728516 139.70639038085938
7528,T245,24001-2-21-170-1229,169,0.0,0.0,12.0,0563-02,2025-04-09 23:55:08,35.678077697753906 139.72061157226562
7529,F568,24001-2-21-170-1207,169,0.0,0.0,25.0,0444-05,2025-04-09 23:55:07,35.64455795288086 139.7361297607422
7530,K255,44201-1-37-170-1244,122,1.0,0.0,7.0,1487-01,2025-04-09 23:53:32,35.724857330322266 139.68617248535156
7531,E514,44201-1-37-170-1234,122,1.0,0.0,12.0,0647-02,2025-04-09 23:53:58,35.72258758544922 139.70217895507812
7532,F584,44201-1-37-170-1214,122,1.0,0.0,24.0,2549-01,2025-04-09 23:54:00,35.70572280883789 139.72720336914062
7533,G745,44201-1-37-170-1204,122,1.0,0.0,30.0,0028-01,2025-04-09 23:54:41,35.692081451416016 139.7209014892578
7534,F577,44201-1-37-170-1154,122,1.0,0.0,36.0,0702-08,2025-04-09 23:52:45,35.6918830871582 139.6988983154297
7535,K253,44201-2-37-170-1237,122,0.0,0.0,10.0,0141-02,2025-04-09 23:54:00,35.6984977722168 139.72579956054688
7536,F582,44201-2-37-170-1226,122,0.0,0.0,15.0,1566-01,2025-04-09 23:52:46,35.70780563354492 139.7312469482422
7537,L330,44201-2-37-170-1216,122,0.0,0.0,21.0,0398-02,2025-04-09 23:55:08,35.71820831298828 139.71481323242188
7538,E512,44201-2-37-170-1206,122,0.0,0.0,30.0,1488-01,2025-04-09 23:55:03,35.727012634277344 139.68141174316406
7539,K254,44201-2-37-170-1157,122,0.0,0.0,33.0,0181-05,2025-04-09 23:54:43,35.73358154296875 139.67115783691406
7540,F578,44210-1-37-170-1218,122,1.0,0.0,22.0,0799-02,2025-04-09 23:53:17,35.7138557434082 139.72604370117188
7541,F583,44210-2-37-170-1248,122,0.0,0.0,3.0,0715-01,2025-04-09 23:52:33,35.69282150268555 139.70492553710938
7542,L320,20201-1-33-170-1253,147,1.0,0.0,1.0,1618-01,2025-04-09 23:53:38,35.711158752441406 139.72085571289062
7543,E397,20201-1-33-170-1232,147,1.0,0.0,11.0,0715-02,2025-04-09 23:54:08,35.69274139404297 139.70416259765625
7544,D361,20201-2-33-170-1241,147,0.0,0.0,4.0,0722-01,2025-04-09 23:54:00,35.69565963745117 139.7068328857422
7545,G817,12001-1-13-170-1240,135,1.0,0.0,6.0,0996-01,2025-04-09 23:54:51,35.70088577270508 139.70994567871094
7546,L309,12001-2-13-170-1253,135,0.0,0.0,1.0,0971-01,2025-04-09 23:53:27,35.69751739501953 139.71974182128906
7547,G815,12001-2-13-170-1233,135,0.0,0.0,10.0,0715-02,2025-04-09 23:52:56,35.69274139404297 139.70416259765625
7548,H867,12302-1-13-170-1245,138,1.0,0.0,6.0,0456-02,2025-04-09 23:54:39,35.697784423828125 139.7098846435547
7549,Z546,12302-2-13-170-1249,138,0.0,0.0,5.0,0456-01,2025-04-09 23:54:58,35.69758224487305 139.7098388671875
7550,G783,24101-1-21-170-1250,148,1.0,0.0,3.0,1122-02,2025-04-09 23:54:50,35.69539260864258 139.6893310546875
7551,F567,24101-1-21-170-1223,148,1.0,0.0,20.0,1086-02,2025-04-09 23:54:19,35.72579574584961 139.6537322998047
7552,K232,24101-1-21-170-1156,148,1.0,0.0,38.0,0750-02,2025-04-09 23:54:42,35.76586151123047 139.72032165527344
7553,L317,24101-2-21-170-1234,148,0.0,0.0,16.0,1373-02,2025-04-09 23:54:49,35.75983810424805 139.69996643066406
7554,C216,24101-2-21-170-1206,148,0.0,0.0,34.0,0479-01,2025-04-09 23:54:55,35.70045471191406 139.6549072265625
7555,W457,24006-1-21-170-1250,158,1.0,0.0,5.0,1421-01,2025-04-09 23:54:02,35.697509765625 139.6641082763672
7556,D925,24302-1-21-170-1250,158,1.0,0.0,2.0,1438-02,2025-04-09 23:53:05,35.66512680053711 139.66061401367188
7557,T262,24302-1-21-170-1223,158,1.0,0.0,22.0,0964-02,2025-04-09 23:53:57,35.69394302368164 139.69454956054688
7558,B724,24302-2-21-170-1241,158,0.0,0.0,9.0,1421-02,2025-04-09 23:54:39,35.697288513183594 139.6658172607422
7559,B715,24001-1-06-170-1234,169,1.0,0.0,11.0,1176-01,2025-04-09 23:54:09,35.655174255371094 139.72303771972656
7560,L308,24001-1-06-170-1213,169,1.0,0.0,21.0,0574-02,2025-04-09 23:53:28,35.68355941772461 139.71974182128906
7561,F566,24001-2-21-170-1247,169,0.0,0.0,4.0,0713-10,2025-04-09 23:55:10,35.690250396728516 139.70639038085938
7562,T245,24001-2-21-170-1229,169,0.0,0.0,12.0,0563-02,2025-04-09 23:55:08,35.678077697753906 139.72061157226562
7563,F568,24001-2-21-170-1207,169,0.0,0.0,25.0,0444-05,2025-04-09 23:55:07,35.64455795288086 139.7361297607422
7564,L332,44201-1-37-170-1254,122,1.0,0.0,2.0,1516-01,2025-04-09 23:55:18,35.737483978271484 139.66888427734375
7565,K255,44201-1-37-170-1244,122,1.0,0.0,7.0,1487-01,2025-04-09 23:53:32,35.724857330322266 139.68617248535156
7566,E514,44201-1-37-170-1234,122,1.0,0.0,12.0,0647-02,2025-04-09 23:53:58,35.72258758544922 139.70217895507812
7567,F584,44201-1-37-170-1214,122,1.0,0.0,24.0,2549-01,2025-04-09 23:54:00,35.70572280883789 139.72720336914062
7568,G745,44201-1-37-170-1204,122,1.0,0.0,30.0,0028-01,2025-04-09 23:54:41,35.692081451416016 139.7209014892578
7569,F577,44201-1-37-170-1154,122,1.0,0.0,36.0,0702-08,2025-04-09 23:52:45,35.6918830871582 139.6988983154297
7570,K253,44201-2-37-170-1237,122,0.0,0.0,11.0,0139-01,2025-04-09 23:55:11,35.70222854614258 139.7265625
7571,F582,44201-2-37-170-1226,122,0.0,0.0,16.0,0176-02,2025-04-09 23:55:10,35.711334228515625 139.7311553955078
7572,L330,44201-2-37-170-1216,122,0.0,0.0,21.0,0398-02,2025-04-09 23:55:08,35.71820831298828 139.71481323242188
7573,E512,44201-2-37-170-1206,122,0.0,0.0,30.0,1488-01,2025-04-09 23:55:03,35.727012634277344 139.68141174316406
7574,K254,44201-2-37-170-1157,122,0.0,0.0,33.0,0181-05,2025-04-09 23:54:43,35.73358154296875 139.67115783691406
7575,F578,44210-1-37-170-1218,122,1.0,0.0,22.0,0799-02,2025-04-09 23:53:17,35.7138557434082 139.72604370117188
7576,F583,44210-2-37-170-1248,122,0.0,0.0,3.0,0715-01,2025-04-09 23:52:33,35.69282150268555 139.70492553710938
7577,L320,20201-1-33-170-1253,147,1.0,0.0,1.0,1618-01,2025-04-09 23:53:38,35.711158752441406 139.72085571289062
7578,E397,20201-1-33-170-1232,147,1.0,0.0,12.0,0334-03,2025-04-09 23:55:10,35.693267822265625 139.70191955566406
7579,D361,20201-2-33-170-1241,147,0.0,0.0,4.0,0722-01,2025-04-09 23:54:00,35.69565963745117 139.7068328857422
7580,G817,12001-1-13-170-1240,135,1.0,0.0,6.0,0996-01,2025-04-09 23:54:51,35.70088577270508 139.70994567871094
7581,L309,12001-2-13-170-1253,135,0.0,0.0,1.0,0971-01,2025-04-09 23:53:27,35.69751739501953 139.71974182128906
7582,G815,12001-2-13-170-1233,135,0.0,0.0,11.0,0334-03,2025-04-09 23:55:10,35.693267822265625 139.70191955566406
7583,H867,12302-1-13-170-1245,138,1.0,0.0,6.0,0456-02,2025-04-09 23:54:39,35.697784423828125 139.7098846435547
7584,Z546,12302-2-13-170-1249,138,0.0,0.0,5.0,0456-01,2025-04-09 23:54:58,35.69758224487305 139.7098388671875
7585,G783,24101-1-21-170-1250,148,1.0,0.0,3.0,1122-02,2025-04-09 23:54:50,35.69539260864258 139.6893310546875
7586,F567,24101-1-21-170-1223,148,1.0,0.0,20.0,1086-02,2025-04-09 23:54:19,35.72579574584961 139.6537322998047
7587,K232,24101-1-21-170-1156,148,1.0,0.0,38.0,0750-02,2025-04-09 23:54:42,35.76586151123047 139.72032165527344
7588,L317,24101-2-21-170-1234,148,0.0,0.0,16.0,1373-02,2025-04-09 23:54:49,35.75983810424805 139.69996643066406
7589,C216,24101-2-21-170-1206,148,0.0,0.0,34.0,0479-01,2025-04-09 23:54:55,35.70045471191406 139.6549072265625
7590,W457,24006-1-21-170-1250,158,1.0,0.0,5.0,1421-01,2025-04-09 23:54:02,35.697509765625 139.6641082763672
7591,D925,24302-1-21-170-1250,158,1.0,0.0,2.0,1438-02,2025-04-09 23:53:05,35.66512680053711 139.66061401367188
7592,T262,24302-1-21-170-1223,158,1.0,0.0,22.0,0964-02,2025-04-09 23:53:57,35.69394302368164 139.69454956054688
7593,B724,24302-2-21-170-1241,158,0.0,0.0,9.0,1421-02,2025-04-09 23:54:39,35.697288513183594 139.6658172607422
7594,B715,24001-1-06-170-1234,169,1.0,0.0,11.0,1176-01,2025-04-09 23:54:09,35.655174255371094 139.72303771972656
7595,L308,24001-1-06-170-1213,169,1.0,0.0,21.0,0574-02,2025-04-09 23:53:28,35.68355941772461 139.71974182128906
7596,F566,24001-2-21-170-1247,169,0.0,0.0,4.0,0713-10,2025-04-09 23:55:10,35.690250396728516 139.70639038085938
7597,T245,24001-2-21-170-1229,169,0.0,0.0,12.0,0563-02,2025-04-09 23:55:08,35.678077697753906 139.72061157226562
7598,F568,24001-2-21-170-1207,169,0.0,0.0,25.0,0444-05,2025-04-09 23:55:07,35.64455795288086 139.7361297607422
7599,L332,44201-1-37-170-1254,122,1.0,0.0,2.0,1516-01,2025-04-09 23:55:18,35.737483978271484 139.66888427734375
7600,K255,44201-1-37-170-1244,122,1.0,0.0,7.0,1487-01,2025-04-09 23:53:32,35.724857330322266 139.68617248535156
7601,E514,44201-1-37-170-1234,122,1.0,0.0,12.0,0647-02,2025-04-09 23:53:58,35.72258758544922 139.70217895507812
7602,F584,44201-1-37-170-1214,122,1.0,0.0,24.0,2549-01,2025-04-09 23:54:00,35.70572280883789 139.72720336914062
7603,G745,44201-1-37-170-1204,122,1.0,0.0,30.0,0028-01,2025-04-09 23:54:41,35.692081451416016 139.7209014892578
7604,F577,44201-1-37-170-1154,122,1.0,0.0,36.0,0702-08,2025-04-09 23:52:45,35.6918830871582 139.6988983154297
7605,K253,44201-2-37-170-1237,122,0.0,0.0,11.0,0139-01,2025-04-09 23:55:11,35.70222854614258 139.7265625
7606,F582,44201-2-37-170-1226,122,0.0,0.0,16.0,0176-02,2025-04-09 23:55:10,35.711334228515625 139.7311553955078
7607,L330,44201-2-37-170-1216,122,0.0,0.0,21.0,0398-02,2025-04-09 23:55:08,35.71820831298828 139.71481323242188
7608,E512,44201-2-37-170-1206,122,0.0,0.0,30.0,1488-01,2025-04-09 23:55:03,35.727012634277344 139.68141174316406
7609,K254,44201-2-37-170-1157,122,0.0,0.0,33.0,0181-05,2025-04-09 23:54:43,35.73358154296875 139.67115783691406
7610,F578,44210-1-37-170-1218,122,1.0,0.0,22.0,0799-02,2025-04-09 23:53:17,35.7138557434082 139.72604370117188
7611,F583,44210-2-37-170-1248,122,0.0,0.0,3.0,0715-01,2025-04-09 23:52:33,35.69282150268555 139.70492553710938
7612,L320,20201-1-33-170-1253,147,1.0,0.0,1.0,1618-01,2025-04-09 23:53:38,35.711158752441406 139.72085571289062
7613,E397,20201-1-33-170-1232,147,1.0,0.0,12.0,0334-03,2025-04-09 23:55:10,35.693267822265625 139.70191955566406
7614,D361,20201-2-33-170-1241,147,0.0,0.0,4.0,0722-01,2025-04-09 23:54:00,35.69565963745117 139.7068328857422
7615,G817,12001-1-13-170-1240,135,1.0,0.0,6.0,0996-01,2025-04-09 23:54:51,35.70088577270508 139.70994567871094
7616,L309,12001-2-13-170-1253,135,0.0,0.0,1.0,0971-01,2025-04-09 23:53:27,35.69751739501953 139.71974182128906
7617,G815,12001-2-13-170-1233,135,0.0,0.0,11.0,0334-03,2025-04-09 23:55:10,35.693267822265625 139.70191955566406
7618,H867,12302-1-13-170-1245,138,1.0,0.0,6.0,0456-02,2025-04-09 23:54:39,35.697784423828125 139.7098846435547
7619,Z546,12302-2-13-170-1249,138,0.0,0.0,5.0,0456-01,2025-04-09 23:54:58,35.69758224487305 139.7098388671875
7620,G783,24101-1-21-170-1250,148,1.0,0.0,3.0,1122-02,2025-04-09 23:54:50,35.69539260864258 139.6893310546875
7621,F567,24101-1-21-170-1223,148,1.0,0.0,20.0,1086-02,2025-04-09 23:54:19,35.72579574584961 139.6537322998047
7622,K232,24101-1-21-170-1156,148,1.0,0.0,38.0,0750-02,2025-04-09 23:54:42,35.76586151123047 139.72032165527344
7623,L317,24101-2-21-170-1234,148,0.0,0.0,16.0,1373-02,2025-04-09 23:54:49,35.75983810424805 139.69996643066406
7624,C216,24101-2-21-170-1206,148,0.0,0.0,34.0,0479-01,2025-04-09 23:54:55,35.70045471191406 139.6549072265625
7625,W457,24006-1-21-170-1250,158,1.0,0.0,5.0,1421-01,2025-04-09 23:54:02,35.697509765625 139.6641082763672
7626,D925,24302-1-21-170-1250,158,1.0,0.0,2.0,1438-02,2025-04-09 23:53:05,35.66512680053711 139.66061401367188
7627,T262,24302-1-21-170-1223,158,1.0,0.0,22.0,0964-02,2025-04-09 23:53:57,35.69394302368164 139.69454956054688
7628,B724,24302-2-21-170-1241,158,0.0,0.0,9.0,1421-02,2025-04-09 23:54:39,35.697288513183594 139.6658172607422
7629,B715,24001-1-06-170-1234,169,1.0,0.0,11.0,1176-01,2025-04-09 23:54:09,35.655174255371094 139.72303771972656
7630,L308,24001-1-06-170-1213,169,1.0,0.0,21.0,0574-02,2025-04-09 23:53:28,35.68355941772461 139.71974182128906
7631,F566,24001-2-21-170-1247,169,0.0,0.0,4.0,0713-10,2025-04-09 23:55:10,35.690250396728516 139.70639038085938
7632,T245,24001-2-21-170-1229,169,0.0,0.0,12.0,0563-02,2025-04-09 23:55:08,35.678077697753906 139.72061157226562
7633,F568,24001-2-21-170-1207,169,0.0,0.0,25.0,0444-05,2025-04-09 23:55:07,35.64455795288086 139.7361297607422
7634,L332,44201-1-37-170-1254,122,1.0,0.0,2.0,1516-01,2025-04-09 23:55:18,35.737483978271484 139.66888427734375
7635,K255,44201-1-37-170-1244,122,1.0,0.0,7.0,1487-01,2025-04-09 23:53:32,35.724857330322266 139.68617248535156
7636,E514,44201-1-37-170-1234,122,1.0,0.0,12.0,0647-02,2025-04-09 23:53:58,35.72258758544922 139.70217895507812
7637,F584,44201-1-37-170-1214,122,1.0,0.0,25.0,0140-02,2025-04-09 23:55:55,35.70376968383789 139.7267608642578
7638,G745,44201-1-37-170-1204,122,1.0,0.0,30.0,0028-01,2025-04-09 23:54:41,35.692081451416016 139.7209014892578
7639,K253,44201-2-37-170-1237,122,0.0,0.0,12.0,0140-01,2025-04-09 23:55:55,35.703670501708984 139.72659301757812
7640,F582,44201-2-37-170-1226,122,0.0,0.0,16.0,0176-02,2025-04-09 23:55:10,35.711334228515625 139.7311553955078
7641,L330,44201-2-37-170-1216,122,0.0,0.0,21.0,0398-02,2025-04-09 23:55:08,35.71820831298828 139.71481323242188
7642,E512,44201-2-37-170-1206,122,0.0,0.0,30.0,1488-01,2025-04-09 23:55:03,35.727012634277344 139.68141174316406
7643,K254,44201-2-37-170-1157,122,0.0,0.0,33.0,0181-05,2025-04-09 23:54:43,35.73358154296875 139.67115783691406
7644,F578,44210-1-37-170-1218,122,1.0,0.0,23.0,0176-01,2025-04-09 23:56:01,35.71147155761719 139.7313690185547
7645,F583,44210-2-37-170-1248,122,0.0,0.0,3.0,0715-01,2025-04-09 23:52:33,35.69282150268555 139.70492553710938
7646,L320,20201-1-33-170-1253,147,1.0,0.0,1.0,1618-01,2025-04-09 23:53:38,35.711158752441406 139.72085571289062
7647,E397,20201-1-33-170-1232,147,1.0,0.0,12.0,0334-03,2025-04-09 23:55:10,35.693267822265625 139.70191955566406
7648,D361,20201-2-33-170-1241,147,0.0,0.0,5.0,0227-01,2025-04-09 23:55:51,35.69718933105469 139.7071990966797
7649,G817,12001-1-13-170-1240,135,1.0,0.0,6.0,0996-01,2025-04-09 23:54:51,35.70088577270508 139.70994567871094
7650,L309,12001-2-13-170-1253,135,0.0,0.0,2.0,0379-04,2025-04-09 23:55:54,35.69956970214844 139.71917724609375
7651,G815,12001-2-13-170-1233,135,0.0,0.0,11.0,0334-03,2025-04-09 23:55:10,35.693267822265625 139.70191955566406
7652,X296,12301-1-13-170-1256,138,1.0,0.0,1.0,0702-01,2025-04-09 23:56:02,35.69225311279297 139.69859313964844
7653,H867,12302-1-13-170-1245,138,1.0,0.0,6.0,0456-02,2025-04-09 23:54:39,35.697784423828125 139.7098846435547
7654,Z546,12302-2-13-170-1249,138,0.0,0.0,5.0,0456-01,2025-04-09 23:54:58,35.69758224487305 139.7098388671875
7655,G783,24101-1-21-170-1250,148,1.0,0.0,3.0,1122-02,2025-04-09 23:54:50,35.69539260864258 139.6893310546875
7656,F567,24101-1-21-170-1223,148,1.0,0.0,21.0,1032-02,2025-04-09 23:55:56,35.72969055175781 139.65658569335938
7657,K232,24101-1-21-170-1156,148,1.0,0.0,39.0,1077-02,2025-04-09 23:56:05,35.76656723022461 139.72280883789062
7658,L317,24101-2-21-170-1234,148,0.0,0.0,16.0,1373-02,2025-04-09 23:54:49,35.75983810424805 139.69996643066406
7659,C216,24101-2-21-170-1206,148,0.0,0.0,34.0,0479-01,2025-04-09 23:54:55,35.70045471191406 139.6549072265625
7660,W457,24006-1-21-170-1250,158,1.0,0.0,5.0,1421-01,2025-04-09 23:54:02,35.697509765625 139.6641082763672
7661,D925,24302-1-21-170-1250,158,1.0,0.0,2.0,1438-02,2025-04-09 23:53:05,35.66512680053711 139.66061401367188
7662,T262,24302-1-21-170-1223,158,1.0,0.0,22.0,0964-02,2025-04-09 23:53:57,35.69394302368164 139.69454956054688
7663,B724,24302-2-21-170-1241,158,0.0,0.0,10.0,1091-02,2025-04-09 23:56:03,35.69732666015625 139.66322326660156
7664,B715,24001-1-06-170-1234,169,1.0,0.0,12.0,1130-04,2025-04-09 23:56:08,35.6589469909668 139.72352600097656
7665,L308,24001-1-06-170-1213,169,1.0,0.0,22.0,1595-03,2025-04-09 23:56:08,35.68767547607422 139.71925354003906
7666,F566,24001-2-21-170-1247,169,0.0,0.0,4.0,0713-10,2025-04-09 23:55:10,35.690250396728516 139.70639038085938
7667,T245,24001-2-21-170-1229,169,0.0,0.0,13.0,0010-01,2025-04-09 23:55:54,35.67502212524414 139.7222900390625
7668,F568,24001-2-21-170-1207,169,0.0,0.0,25.0,0444-05,2025-04-09 23:55:07,35.64455795288086 139.7361297607422
7669,L332,44201-1-37-170-1254,122,1.0,0.0,2.0,1516-01,2025-04-09 23:55:18,35.737483978271484 139.66888427734375
7670,K255,44201-1-37-170-1244,122,1.0,0.0,7.0,1487-01,2025-04-09 23:53:32,35.724857330322266 139.68617248535156
7671,E514,44201-1-37-170-1234,122,1.0,0.0,12.0,0647-02,2025-04-09 23:53:58,35.72258758544922 139.70217895507812
7672,F584,44201-1-37-170-1214,122,1.0,0.0,25.0,0140-02,2025-04-09 23:55:55,35.70376968383789 139.7267608642578
7673,G745,44201-1-37-170-1204,122,1.0,0.0,30.0,0028-01,2025-04-09 23:54:41,35.692081451416016 139.7209014892578
7674,K253,44201-2-37-170-1237,122,0.0,0.0,12.0,0140-01,2025-04-09 23:55:55,35.703670501708984 139.72659301757812
7675,F582,44201-2-37-170-1226,122,0.0,0.0,16.0,0176-02,2025-04-09 23:55:10,35.711334228515625 139.7311553955078
7676,L330,44201-2-37-170-1216,122,0.0,0.0,21.0,0398-02,2025-04-09 23:55:08,35.71820831298828 139.71481323242188
7677,E512,44201-2-37-170-1206,122,0.0,0.0,30.0,1488-01,2025-04-09 23:55:03,35.727012634277344 139.68141174316406
7678,K254,44201-2-37-170-1157,122,0.0,0.0,33.0,0181-05,2025-04-09 23:54:43,35.73358154296875 139.67115783691406
7679,F578,44210-1-37-170-1218,122,1.0,0.0,23.0,0176-01,2025-04-09 23:56:01,35.71147155761719 139.7313690185547
7680,F583,44210-2-37-170-1248,122,0.0,0.0,3.0,0715-01,2025-04-09 23:52:33,35.69282150268555 139.70492553710938
7681,L320,20201-1-33-170-1253,147,1.0,0.0,1.0,1618-01,2025-04-09 23:53:38,35.711158752441406 139.72085571289062
